customer_id,trans_date,tran_amount
CS5471,6/16/2014,90
CS4723,1/4/2013,41
CS2268,1/7/2015,103
CS4898,8/31/2012,80
CS1941,9/6/2011,42
CS5443,7/30/2011,47
CS1608,9/4/2013,104
CS5973,12/9/2014,85
CS1322,9/8/2014,71
CS4032,6/10/2011,65
CS3389,12/2/2012,75
CS4139,6/16/2011,74
CS1856,4/18/2012,72
CS4780,3/14/2013,58
CS2145,6/24/2013,62
CS1587,4/25/2012,105
CS4140,1/30/2014,71
CS3418,11/24/2011,86
CS2863,7/12/2012,53
CS5193,12/3/2012,66
CS1364,6/27/2011,68
CS3968,8/25/2012,39
CS2478,5/8/2014,80
CS5496,12/5/2012,37
CS3028,3/2/2015,85
CS3205,5/23/2014,90
CS6094,3/10/2013,47
CS3871,8/7/2013,94
CS5605,8/11/2014,56
CS3097,7/7/2014,68
CS2280,6/26/2014,38
CS2073,10/29/2011,98
CS4759,1/10/2015,92
CS2939,6/12/2012,62
CS4953,1/11/2014,83
CS2306,2/8/2013,85
CS4700,9/15/2013,35
CS3721,10/14/2012,58
CS4941,6/18/2014,53
CS1505,5/21/2013,61
CS1448,2/5/2015,78
CS3921,1/20/2014,103
CS3966,6/11/2011,93
CS6040,9/7/2013,47
CS4016,5/8/2012,76
CS3557,10/5/2011,103
CS1857,4/8/2012,42
CS6055,6/25/2011,82
CS2899,6/24/2011,35
CS2726,11/4/2014,53
CS1477,9/21/2013,56
CS2142,9/21/2013,80
CS5682,9/17/2012,90
CS4821,7/16/2011,67
CS4222,4/19/2014,54
CS1708,10/15/2014,71
CS5778,12/10/2014,97
CS5937,8/22/2011,101
CS2829,12/7/2013,66
CS2369,1/8/2015,95
CS2419,8/1/2012,96
CS2816,12/2/2013,100
CS4561,1/29/2015,50
CS1420,2/4/2014,84
CS4361,11/11/2012,47
CS5075,6/10/2013,81
CS4646,5/25/2012,79
CS4750,5/9/2012,92
CS2705,11/10/2013,76
CS4682,5/23/2012,69
CS5677,1/31/2014,68
CS5886,8/30/2011,53
CS5883,6/25/2014,81
CS1654,1/23/2012,72
CS3910,1/5/2013,89
CS4548,5/18/2013,46
CS3546,7/17/2014,35
CS4805,2/23/2014,57
CS2694,2/16/2013,56
CS5394,11/16/2014,84
CS5917,10/28/2012,92
CS1557,6/14/2014,98
CS2023,3/1/2012,53
CS5333,7/22/2012,103
CS3094,3/24/2013,46
CS5888,8/13/2014,42
CS4979,1/2/2012,93
CS1170,9/25/2011,69
CS5899,9/13/2014,60
CS4410,2/11/2014,62
CS3323,5/1/2013,88
CS3417,4/8/2012,90
CS3725,12/14/2014,67
CS4597,11/19/2011,51
CS5583,2/2/2012,60
CS4901,12/11/2013,105
CS4596,12/8/2013,53
CS4354,3/28/2014,49
CS4660,12/22/2011,53
CS3888,11/23/2012,94
CS4214,3/20/2014,46
CS1201,4/29/2013,88
CS5566,7/30/2013,63
CS3813,3/23/2013,105
CS1467,8/10/2014,77
CS6021,11/17/2014,73
CS1245,10/30/2011,85
CS2235,12/6/2011,40
CS1528,8/16/2013,93
CS3526,5/26/2013,66
CS1316,2/15/2015,40
CS4412,12/30/2012,90
CS4087,9/10/2014,68
CS3909,9/2/2011,104
CS1515,2/8/2013,86
CS1490,10/30/2014,98
CS2021,11/21/2011,78
CS4359,4/9/2012,86
CS4544,5/27/2014,77
CS5463,3/20/2013,98
CS5518,7/29/2013,67
CS5466,4/8/2014,83
CS3097,5/2/2014,36
CS2424,8/11/2011,49
CS2594,8/28/2014,47
CS4897,8/21/2011,80
CS1797,6/17/2011,68
CS3823,3/12/2015,63
CS2207,6/20/2014,68
CS4432,1/14/2015,82
CS2309,1/22/2012,94
CS3259,5/22/2012,47
CS1666,2/20/2013,51
CS5140,5/25/2012,73
CS2416,11/8/2012,60
CS2403,12/21/2014,42
CS1373,12/10/2012,53
CS3885,1/26/2014,49
CS1995,12/7/2011,65
CS2395,10/3/2014,103
CS2439,1/8/2012,84
CS4871,8/18/2012,56
CS4515,12/22/2012,89
CS2143,12/11/2013,82
CS5691,6/11/2013,61
CS5350,3/28/2013,58
CS4366,3/6/2014,67
CS1917,12/15/2011,55
CS1360,9/13/2012,41
CS2262,6/29/2014,59
CS3337,6/13/2012,41
CS1637,5/22/2013,72
CS2213,7/12/2012,36
CS5411,12/14/2012,68
CS5873,11/16/2012,51
CS2880,2/26/2012,103
CS2768,6/27/2012,80
CS5145,9/4/2011,95
CS3785,6/29/2014,89
CS3721,11/26/2013,79
CS2622,9/18/2011,45
CS3558,10/22/2012,48
CS1855,11/9/2013,105
CS3554,12/8/2012,99
CS5493,1/5/2012,45
CS2917,1/8/2012,63
CS4598,5/2/2013,76
CS2194,10/15/2011,96
CS2110,11/14/2012,41
CS3776,1/6/2015,65
CS2985,5/3/2012,80
CS2235,2/13/2015,42
CS2532,1/28/2015,75
CS4780,1/1/2015,39
CS3916,2/15/2012,96
CS3821,6/24/2014,92
CS3929,4/8/2013,52
CS2990,11/18/2014,73
CS2524,6/14/2014,96
CS2493,10/8/2013,56
CS2971,7/26/2013,98
CS1402,12/24/2013,35
CS2074,4/28/2013,65
CS1183,3/29/2014,48
CS5800,8/1/2013,82
CS2333,6/13/2012,47
CS5644,1/15/2012,58
CS1694,1/23/2013,37
CS2637,10/23/2014,83
CS3714,7/17/2012,42
CS5654,1/15/2015,82
CS1574,4/8/2012,98
CS3195,5/20/2014,54
CS3340,4/17/2013,38
CS6056,5/27/2013,71
CS4391,3/25/2014,85
CS6017,3/11/2014,103
CS1841,4/8/2012,51
CS1396,7/15/2011,41
CS2512,2/25/2014,96
CS2130,8/18/2011,45
CS3677,1/17/2014,45
CS5906,11/13/2011,74
CS3635,1/30/2013,84
CS5755,10/3/2014,44
CS4559,8/20/2014,91
CS5587,6/1/2014,58
CS3805,10/20/2013,59
CS4787,2/4/2014,61
CS5234,12/11/2012,93
CS2740,8/23/2012,38
CS3745,7/10/2013,55
CS4007,10/26/2013,41
CS5013,9/12/2013,92
CS3587,3/31/2014,54
CS3927,2/12/2014,72
CS5147,5/1/2014,88
CS2850,8/26/2014,105
CS3270,2/9/2013,40
CS2564,10/21/2013,42
CS3960,1/27/2012,101
CS4360,1/23/2014,39
CS3818,7/26/2011,47
CS2768,8/30/2012,100
CS4703,5/7/2013,45
CS5720,12/16/2011,92
CS5042,4/18/2013,78
CS5989,12/8/2013,61
CS2287,10/11/2014,54
CS3099,11/27/2014,74
CS2278,2/9/2012,40
CS6000,7/28/2014,58
CS5316,6/13/2014,92
CS5436,5/15/2014,79
CS5138,11/19/2011,85
CS4214,5/25/2012,57
CS3729,2/1/2013,97
CS1684,1/13/2012,97
CS2590,9/12/2012,94
CS2681,6/25/2011,59
CS4317,9/19/2011,39
CS2634,8/22/2013,52
CS4504,3/10/2012,59
CS5269,12/2/2014,51
CS5961,10/31/2011,64
CS3618,9/29/2011,42
CS3802,2/10/2012,62
CS5993,7/10/2013,76
CS5022,8/30/2012,64
CS5536,4/7/2013,102
CS4393,9/14/2013,49
CS5761,8/22/2011,47
CS1467,5/23/2013,78
CS2091,8/13/2014,86
CS2172,6/26/2013,102
CS2798,9/14/2013,51
CS3116,11/22/2012,88
CS5648,10/8/2014,92
CS4050,2/6/2013,64
CS5398,7/31/2014,77
CS3654,12/14/2013,75
CS2739,6/24/2013,93
CS5102,5/11/2013,103
CS1347,6/21/2013,87
CS5868,6/26/2011,97
CS2728,12/19/2014,40
CS3299,11/22/2013,90
CS2889,5/13/2012,71
CS6100,7/21/2011,44
CS3675,10/20/2014,38
CS5826,2/10/2013,74
CS5074,6/7/2013,77
CS1925,10/24/2013,86
CS5577,4/30/2012,73
CS1260,6/1/2012,105
CS3117,11/4/2012,58
CS2620,8/12/2013,87
CS6098,10/30/2014,66
CS3844,9/28/2012,76
CS5209,10/22/2013,72
CS4887,12/21/2012,80
CS3490,7/31/2012,51
CS2453,9/9/2011,49
CS2310,4/13/2014,57
CS5387,10/30/2014,76
CS1568,10/24/2014,59
CS1559,12/27/2012,71
CS1477,11/24/2011,80
CS1336,2/7/2013,82
CS3030,9/5/2012,87
CS2119,6/4/2012,94
CS5680,10/19/2011,74
CS2054,5/20/2011,102
CS2290,9/28/2014,67
CS4373,10/20/2013,84
CS5796,12/14/2014,56
CS3972,8/1/2012,54
CS2572,7/6/2013,61
CS2154,5/21/2013,101
CS3411,1/6/2012,74
CS1848,7/18/2013,90
CS1473,6/6/2013,47
CS2410,12/1/2013,85
CS4844,10/8/2011,44
CS3702,9/27/2013,76
CS1532,3/25/2012,89
CS5055,2/8/2013,35
CS5261,1/22/2013,57
CS6009,10/28/2011,68
CS1958,6/7/2013,72
CS1658,2/15/2015,102
CS4768,5/4/2013,43
CS5241,12/12/2011,62
CS4446,1/26/2015,94
CS5782,4/4/2013,98
CS5483,11/13/2012,66
CS5873,7/8/2014,60
CS2515,6/6/2012,95
CS2298,8/13/2014,90
CS3519,7/4/2014,83
CS4989,8/27/2012,69
CS4167,7/14/2011,77
CS3707,5/10/2013,98
CS1222,3/6/2013,103
CS2669,4/16/2012,93
CS5497,5/21/2013,81
CS4386,2/7/2015,73
CS6102,12/14/2013,66
CS1490,1/2/2013,81
CS2889,12/12/2012,35
CS2628,5/5/2013,80
CS3567,1/24/2012,76
CS5751,10/1/2012,82
CS6071,7/20/2012,49
CS4719,10/26/2013,76
CS2668,10/2/2014,83
CS1821,12/25/2012,103
CS5852,8/13/2012,85
CS3210,10/25/2014,88
CS2442,5/23/2012,62
CS3868,8/31/2011,90
CS4787,6/15/2013,79
CS1885,7/11/2012,53
CS3964,12/25/2013,100
CS4603,11/17/2013,92
CS2150,6/26/2011,42
CS2968,5/8/2014,70
CS3804,2/25/2012,39
CS1624,12/4/2011,87
CS1906,2/22/2013,83
CS5519,2/19/2013,74
CS5247,10/26/2014,89
CS1459,4/28/2014,104
CS4639,10/12/2013,60
CS4063,4/6/2013,89
CS4481,12/23/2012,50
CS5317,8/14/2013,94
CS5179,8/29/2013,77
CS3892,8/4/2012,69
CS3676,5/26/2011,69
CS1872,4/18/2014,80
CS3425,12/28/2011,70
CS3597,5/30/2012,70
CS4019,5/11/2013,93
CS1252,8/22/2011,84
CS2135,9/10/2013,105
CS1649,7/14/2012,39
CS1206,4/21/2012,42
CS5226,3/11/2013,51
CS6055,10/2/2014,99
CS1675,9/19/2011,67
CS5795,8/22/2011,49
CS3254,1/21/2015,92
CS4163,4/8/2013,79
CS4150,5/25/2013,59
CS1334,8/2/2014,85
CS1247,4/29/2014,53
CS3616,1/1/2012,45
CS3627,1/15/2013,95
CS4187,7/15/2013,67
CS4550,11/16/2013,91
CS1557,7/3/2014,37
CS5032,10/12/2011,103
CS2459,9/28/2014,78
CS3253,6/24/2012,83
CS4730,9/21/2012,63
CS1749,9/23/2014,76
CS5941,11/24/2011,52
CS3118,2/12/2014,60
CS5259,12/11/2014,95
CS5099,9/7/2014,50
CS4389,7/22/2012,66
CS4892,8/30/2012,77
CS3991,1/13/2013,73
CS2031,4/8/2014,97
CS1267,8/28/2011,37
CS4518,8/10/2012,79
CS1199,5/13/2012,35
CS5473,6/26/2012,96
CS1562,6/15/2012,39
CS5249,7/16/2012,78
CS2025,11/28/2011,41
CS3420,5/30/2014,41
CS2829,7/30/2011,66
CS5623,9/6/2012,57
CS4863,1/7/2015,104
CS2289,5/27/2014,91
CS3925,2/14/2014,68
CS4408,6/26/2012,47
CS1234,9/21/2012,47
CS5458,9/25/2012,74
CS2906,11/14/2013,38
CS5284,2/20/2015,62
CS1355,10/16/2013,41
CS4227,1/14/2013,64
CS5422,6/19/2013,104
CS2532,3/6/2012,100
CS4176,7/9/2012,81
CS2780,4/23/2013,95
CS1253,11/7/2011,105
CS2704,3/29/2014,83
CS1223,2/11/2014,105
CS5287,8/24/2013,93
CS3865,5/10/2012,91
CS2881,11/4/2012,71
CS5448,8/3/2011,51
CS1606,3/21/2013,52
CS3648,10/20/2011,91
CS3541,8/25/2011,84
CS5235,6/19/2014,80
CS6094,4/3/2014,43
CS2498,2/15/2015,85
CS6003,12/13/2011,72
CS5591,7/21/2011,75
CS4094,7/31/2014,75
CS5895,8/21/2014,81
CS2022,7/21/2014,94
CS1984,11/6/2013,103
CS1957,1/7/2015,86
CS4693,1/14/2013,50
CS4678,3/10/2014,61
CS3412,9/9/2013,91
CS2342,10/27/2013,77
CS4446,8/21/2013,104
CS5394,6/16/2011,66
CS2321,11/10/2012,49
CS2368,2/12/2014,67
CS4070,9/30/2013,52
CS2590,5/2/2012,56
CS3474,11/16/2013,40
CS5501,5/19/2014,49
CS5746,11/19/2011,81
CS5470,12/16/2013,59
CS1813,10/9/2013,95
CS3840,3/30/2014,38
CS4006,9/22/2013,100
CS2907,10/16/2013,45
CS1464,3/14/2013,50
CS6058,10/6/2012,76
CS4731,1/13/2013,59
CS5947,8/1/2013,69
CS3178,8/3/2014,88
CS4294,11/7/2013,55
CS5961,9/20/2013,85
CS5848,7/19/2013,35
CS1286,6/28/2014,55
CS5933,8/22/2011,101
CS5342,12/30/2014,53
CS3473,9/26/2013,88
CS1693,3/1/2015,88
CS5770,5/15/2012,94
CS5190,4/3/2013,49
CS3464,7/2/2013,60
CS4235,9/2/2012,94
CS4448,5/27/2011,95
CS3594,2/21/2013,64
CS3768,11/22/2013,105
CS2438,7/14/2012,83
CS5580,5/23/2011,48
CS2656,8/15/2014,91
CS3382,1/11/2015,47
CS4840,3/24/2012,52
CS2715,12/11/2014,97
CS6067,2/25/2013,67
CS1862,8/18/2011,46
CS2449,6/11/2011,78
CS5802,1/28/2015,51
CS4928,10/26/2012,49
CS3120,6/26/2011,55
CS2695,4/8/2013,53
CS3594,3/16/2014,96
CS2987,8/21/2012,104
CS1329,12/31/2012,49
CS4703,12/13/2011,35
CS5532,12/29/2012,76
CS4684,8/29/2014,51
CS3893,10/12/2014,96
CS5070,8/9/2014,41
CS1559,12/19/2013,97
CS5469,3/19/2014,82
CS3293,7/19/2011,102
CS1906,2/12/2015,56
CS2887,6/21/2014,85
CS5754,12/15/2012,47
CS3753,10/16/2014,88
CS4748,7/31/2013,101
CS4037,8/17/2011,53
CS5414,10/14/2012,81
CS4290,6/15/2014,68
CS4498,8/31/2013,39
CS3146,10/29/2013,53
CS2582,10/27/2014,40
CS3624,8/18/2013,65
CS4977,2/13/2014,58
CS4568,11/8/2011,66
CS3905,2/1/2014,51
CS2302,12/13/2013,71
CS2525,7/28/2014,102
CS2204,7/6/2012,88
CS3997,10/21/2012,77
CS5191,9/28/2011,105
CS5347,2/22/2015,93
CS1426,10/24/2011,59
CS2097,4/25/2012,56
CS4186,8/12/2014,68
CS4916,7/9/2011,68
CS1534,5/24/2012,94
CS5676,11/6/2014,65
CS3374,10/31/2011,48
CS5264,11/2/2012,82
CS5407,9/12/2013,51
CS3005,4/15/2012,71
CS5569,8/21/2013,76
CS2707,4/18/2014,69
CS4201,11/15/2013,70
CS3740,5/30/2011,59
CS5148,11/8/2014,41
CS2937,3/16/2014,46
CS1906,8/8/2014,73
CS1200,10/20/2011,75
CS5038,11/21/2014,80
CS6007,1/23/2015,60
CS4368,5/18/2014,69
CS5634,4/5/2013,51
CS3136,7/24/2013,54
CS1932,8/9/2012,43
CS5676,5/29/2011,92
CS3027,2/9/2015,84
CS3403,2/1/2015,48
CS1540,12/1/2013,75
CS2793,10/12/2013,94
CS5998,9/14/2011,68
CS2101,10/1/2011,47
CS3935,5/13/2012,70
CS2180,5/22/2014,52
CS1622,5/5/2013,81
CS2224,12/14/2013,42
CS3121,8/10/2012,50
CS1571,2/3/2013,66
CS3739,10/1/2011,53
CS5122,8/4/2014,60
CS2017,5/6/2014,104
CS4283,11/15/2011,54
CS1773,6/5/2013,40
CS2679,3/5/2014,74
CS1470,12/18/2014,97
CS5765,2/22/2015,83
CS1934,7/26/2011,45
CS3183,10/17/2013,96
CS1471,9/8/2012,65
CS4646,11/11/2011,58
CS1895,8/8/2011,100
CS6047,7/5/2013,82
CS5890,2/16/2012,75
CS3535,5/28/2011,72
CS1313,5/31/2014,60
CS1401,1/25/2015,55
CS2871,3/26/2012,64
CS2841,6/24/2013,43
CS3707,2/13/2015,102
CS1696,11/30/2011,62
CS2915,7/15/2011,38
CS3740,11/19/2011,73
CS4189,4/9/2012,37
CS4317,8/10/2011,72
CS5278,3/27/2013,46
CS2158,5/22/2014,75
CS1603,3/10/2013,89
CS4464,6/21/2011,66
CS5132,6/28/2014,101
CS1370,7/6/2013,95
CS2025,8/9/2013,79
CS5752,5/2/2013,79
CS4458,3/20/2012,65
CS5439,12/3/2012,75
CS5077,10/30/2011,86
CS2387,12/12/2012,58
CS4965,1/3/2015,102
CS1205,3/6/2013,50
CS1877,12/18/2011,40
CS5094,6/16/2012,39
CS4699,4/26/2013,92
CS3955,1/26/2013,82
CS5083,7/23/2014,94
CS4604,5/10/2012,82
CS1286,1/26/2014,89
CS5119,8/22/2014,100
CS5058,7/20/2012,93
CS4063,10/1/2014,63
CS5585,6/23/2013,72
CS2473,5/5/2014,36
CS2632,3/15/2013,39
CS5933,8/16/2013,52
CS4245,11/3/2014,52
CS2045,10/23/2014,80
CS2797,9/8/2013,37
CS5249,8/13/2012,75
CS1294,6/10/2013,83
CS1951,5/8/2012,49
CS5568,1/15/2012,41
CS2085,12/1/2012,88
CS5502,10/11/2012,60
CS2385,11/17/2013,103
CS5243,8/31/2012,39
CS3667,12/20/2012,38
CS2254,3/16/2012,49
CS2285,7/16/2013,90
CS4197,12/8/2014,57
CS3725,6/8/2013,104
CS3225,7/30/2013,36
CS4705,5/20/2014,101
CS5630,5/23/2013,40
CS1990,10/30/2011,96
CS2960,4/1/2012,49
CS3353,8/3/2014,81
CS3357,10/25/2011,75
CS4118,7/23/2012,84
CS4695,1/21/2012,101
CS1211,5/8/2013,61
CS1527,6/29/2011,75
CS4431,8/29/2011,49
CS2982,8/8/2012,64
CS5619,6/14/2014,71
CS4981,5/25/2011,72
CS3580,7/5/2013,90
CS2898,3/29/2012,71
CS2768,8/23/2013,103
CS5107,11/10/2011,76
CS5414,7/19/2011,98
CS1616,8/25/2013,51
CS1293,6/15/2011,37
CS1934,3/18/2012,71
CS1142,10/31/2012,76
CS2505,6/25/2011,49
CS5068,6/18/2014,96
CS4071,7/15/2012,61
CS1494,2/22/2012,63
CS4516,8/31/2011,64
CS4693,2/15/2015,40
CS3894,6/21/2014,86
CS2714,2/12/2013,51
CS4189,2/23/2015,95
CS3533,7/31/2014,68
CS3189,11/3/2014,61
CS2501,2/17/2015,61
CS2452,5/5/2014,62
CS5722,9/10/2014,84
CS3670,10/5/2011,91
CS5969,12/13/2014,92
CS1653,4/22/2013,70
CS5133,3/18/2013,66
CS3789,4/20/2013,72
CS3589,11/29/2014,52
CS1336,10/13/2012,76
CS5790,2/24/2014,83
CS5051,8/3/2013,71
CS5703,3/8/2015,54
CS1926,8/10/2014,45
CS1724,2/12/2015,98
CS1682,8/8/2012,93
CS1536,1/28/2014,47
CS2074,7/19/2012,64
CS3574,3/1/2013,66
CS4792,8/10/2011,69
CS2381,10/6/2014,75
CS2722,6/29/2014,79
CS5424,11/28/2012,75
CS2332,6/16/2013,60
CS3348,4/3/2014,90
CS4389,5/25/2011,88
CS1143,1/12/2014,75
CS3694,4/5/2014,45
CS4764,8/18/2014,99
CS4939,10/26/2011,81
CS5141,11/25/2013,69
CS1753,11/7/2012,44
CS2877,7/25/2013,84
CS3486,5/14/2014,49
CS2988,5/8/2012,58
CS5914,6/18/2013,60
CS3012,10/21/2011,52
CS3285,12/12/2013,59
CS3060,3/3/2013,99
CS3761,8/13/2013,93
CS3518,3/3/2014,38
CS1248,7/12/2014,50
CS2932,12/22/2011,92
CS3579,9/27/2013,98
CS4011,2/6/2012,81
CS2765,3/4/2015,89
CS1545,7/16/2012,57
CS3042,7/4/2014,45
CS3650,1/9/2014,55
CS1528,2/27/2015,94
CS3838,10/5/2014,75
CS2519,9/23/2014,85
CS4513,3/5/2015,105
CS6030,1/19/2012,36
CS6007,12/13/2014,56
CS5510,3/9/2012,95
CS1565,3/14/2013,65
CS1203,9/16/2012,48
CS4901,5/20/2013,36
CS1788,9/10/2011,65
CS3596,8/16/2013,97
CS5678,9/9/2014,44
CS1524,7/19/2014,70
CS3608,11/19/2014,40
CS4711,7/21/2014,68
CS2085,3/15/2012,54
CS5837,6/1/2012,92
CS2811,9/17/2011,59
CS3552,6/30/2012,84
CS4421,8/2/2011,68
CS2926,6/2/2011,63
CS5001,12/25/2013,45
CS1699,10/15/2013,89
CS4121,3/25/2014,66
CS3615,12/22/2013,90
CS5841,1/22/2012,71
CS5575,5/31/2012,72
CS1371,11/3/2011,61
CS4692,6/10/2014,38
CS3062,6/5/2012,95
CS2177,12/8/2014,61
CS5091,6/26/2013,54
CS2856,12/9/2012,96
CS2280,11/30/2014,54
CS1820,5/16/2012,93
CS3029,4/22/2014,91
CS5118,10/15/2011,99
CS3050,9/30/2014,61
CS2692,8/24/2013,67
CS4415,4/25/2013,69
CS1801,12/29/2011,78
CS2436,2/24/2015,105
CS4081,5/18/2012,57
CS4753,7/30/2011,55
CS5478,6/6/2014,91
CS5111,6/2/2014,36
CS2871,9/15/2011,56
CS3786,12/24/2012,43
CS4927,5/4/2012,101
CS4517,7/9/2012,36
CS5862,3/7/2015,59
CS4070,5/10/2014,50
CS4395,7/9/2011,77
CS4841,4/22/2013,79
CS1478,7/28/2011,104
CS3814,2/2/2014,105
CS1724,2/15/2015,98
CS2606,12/27/2014,41
CS1870,7/3/2013,42
CS2776,12/10/2012,59
CS2432,8/10/2011,103
CS3808,8/20/2012,38
CS3966,11/3/2012,82
CS4183,2/5/2014,74
CS4831,6/21/2012,66
CS4760,2/2/2012,103
CS3502,6/4/2011,37
CS1761,3/20/2014,99
CS4679,11/13/2013,85
CS2588,9/22/2014,54
CS1526,1/15/2015,85
CS4977,9/9/2012,39
CS6094,5/24/2012,88
CS4901,12/10/2012,90
CS3249,3/9/2013,65
CS3491,6/11/2012,91
CS1774,9/2/2012,96
CS2642,11/4/2013,49
CS5082,8/25/2011,36
CS5076,8/29/2013,59
CS1427,6/9/2012,62
CS4754,9/27/2014,53
CS4609,9/28/2014,65
CS4396,8/22/2014,36
CS3953,5/11/2012,86
CS1863,6/26/2011,58
CS2889,10/7/2012,101
CS3024,7/17/2011,37
CS3497,11/11/2013,88
CS5616,4/3/2013,57
CS4378,11/7/2011,57
CS2614,2/10/2012,39
CS2492,7/7/2011,67
CS3278,2/26/2012,88
CS4863,11/7/2014,75
CS3915,8/17/2012,49
CS5896,7/24/2014,54
CS2855,9/14/2012,101
CS4643,10/9/2012,75
CS2645,4/23/2012,76
CS5037,9/14/2014,83
CS2010,8/18/2012,81
CS3165,7/21/2013,77
CS4799,9/6/2013,68
CS1391,2/8/2014,44
CS3037,12/20/2012,35
CS2042,12/6/2014,49
CS2516,9/4/2014,87
CS3260,11/1/2012,50
CS2089,8/27/2013,52
CS4353,12/27/2014,99
CS2511,9/6/2011,79
CS1470,1/11/2015,70
CS2202,11/9/2011,87
CS2530,3/29/2013,54
CS4427,7/10/2014,50
CS4254,9/11/2011,58
CS4881,5/21/2014,70
CS3360,9/5/2011,54
CS3075,3/16/2014,91
CS5962,8/13/2011,38
CS5876,3/20/2013,57
CS1280,7/1/2011,66
CS1401,4/24/2012,68
CS1724,1/14/2014,55
CS2929,8/9/2012,44
CS2131,7/12/2013,89
CS1124,10/7/2011,66
CS2349,2/19/2015,50
CS2360,10/29/2012,47
CS2935,12/19/2014,61
CS2073,2/9/2015,83
CS3509,11/28/2014,104
CS4981,12/1/2014,92
CS3827,1/21/2013,35
CS3664,4/3/2012,84
CS4790,10/30/2012,91
CS5797,2/26/2014,68
CS1166,9/20/2011,104
CS3831,2/24/2015,43
CS1538,4/25/2013,81
CS1522,5/3/2012,35
CS5480,1/19/2015,73
CS4297,6/10/2011,90
CS5395,9/22/2014,66
CS5143,1/14/2012,96
CS1371,12/6/2012,101
CS3477,12/29/2013,39
CS1408,10/7/2011,100
CS1591,10/14/2011,44
CS2465,9/11/2013,105
CS4575,3/24/2012,39
CS3783,5/17/2013,104
CS4600,9/13/2013,59
CS5308,5/5/2012,77
CS3991,8/19/2011,48
CS1841,10/27/2013,40
CS1617,3/16/2013,80
CS5767,3/16/2012,54
CS2151,11/27/2012,104
CS5231,8/21/2012,66
CS5460,6/14/2014,77
CS5595,8/11/2014,85
CS3274,7/15/2012,52
CS4864,8/29/2011,86
CS2873,3/8/2014,83
CS5244,7/31/2014,43
CS3493,11/13/2011,55
CS4055,6/22/2012,40
CS1221,3/1/2014,57
CS1838,7/18/2011,49
CS4945,1/24/2014,51
CS3705,1/11/2012,66
CS2856,7/4/2014,85
CS3830,7/1/2012,95
CS1129,10/8/2011,44
CS2865,9/10/2011,72
CS3630,7/11/2014,81
CS1525,8/28/2014,103
CS2609,2/22/2014,89
CS4512,4/12/2013,37
CS5826,3/19/2014,64
CS3540,11/28/2012,37
CS4529,2/11/2014,94
CS3932,5/19/2014,48
CS5652,5/14/2012,52
CS3034,6/22/2012,38
CS4488,11/11/2013,55
CS1364,9/5/2011,90
CS1496,9/24/2012,53
CS2113,12/23/2013,36
CS3069,5/26/2011,67
CS2983,12/14/2012,87
CS6089,10/11/2012,70
CS2995,3/6/2013,91
CS2049,12/17/2011,64
CS4927,8/13/2011,84
CS3673,2/24/2015,58
CS4717,12/6/2013,65
CS4496,9/6/2013,87
CS4670,11/19/2014,75
CS1747,6/10/2014,76
CS3682,6/3/2014,58
CS3315,4/16/2013,63
CS1329,3/8/2013,48
CS1555,10/9/2014,103
CS2205,9/20/2011,91
CS3646,12/29/2013,92
CS3067,12/25/2013,95
CS2127,9/16/2014,38
CS2304,10/24/2011,49
CS1499,6/13/2014,104
CS3611,6/28/2013,59
CS1368,5/30/2013,104
CS4451,7/28/2012,51
CS3274,1/28/2015,42
CS4782,6/11/2012,94
CS1318,2/18/2013,77
CS1155,7/1/2011,77
CS5800,1/30/2014,101
CS3054,1/13/2012,82
CS2941,3/24/2012,64
CS3627,10/15/2012,45
CS5607,7/3/2014,61
CS5146,7/7/2011,79
CS4289,12/24/2014,98
CS5093,8/20/2011,37
CS2749,5/21/2011,64
CS4575,7/3/2014,80
CS2907,3/9/2014,48
CS2541,3/24/2012,83
CS1664,10/18/2013,64
CS4039,11/16/2014,80
CS4672,7/26/2011,102
CS1897,1/2/2015,78
CS1987,9/29/2011,65
CS4372,1/12/2015,83
CS2055,5/26/2014,105
CS2242,6/30/2011,90
CS6053,6/22/2012,87
CS2244,6/22/2014,75
CS5560,9/3/2014,64
CS5053,10/19/2012,94
CS3426,6/11/2012,60
CS2759,10/9/2014,40
CS6001,8/28/2012,65
CS3932,3/18/2014,63
CS5298,2/25/2014,43
CS3713,3/12/2013,85
CS2034,4/17/2012,58
CS2692,3/13/2013,66
CS4300,1/22/2012,56
CS2610,11/18/2014,40
CS4776,7/17/2011,88
CS3857,4/1/2012,69
CS4625,3/10/2014,83
CS2062,2/17/2014,76
CS3761,3/7/2014,104
CS5547,2/6/2013,54
CS5610,5/10/2014,43
CS2103,2/5/2015,78
CS4252,4/21/2014,87
CS3169,10/19/2011,59
CS5473,3/12/2012,65
CS1753,10/29/2011,104
CS1542,11/12/2011,99
CS2604,9/16/2014,72
CS3155,12/24/2012,65
CS2915,9/10/2014,77
CS4718,11/12/2012,39
CS2669,5/19/2014,36
CS4304,1/10/2013,91
CS3769,10/19/2011,95
CS1978,10/5/2011,67
CS3146,7/16/2011,50
CS1991,8/21/2014,78
CS5792,1/10/2014,68
CS2687,9/20/2011,38
CS2029,7/14/2013,86
CS5252,8/31/2011,41
CS5716,10/21/2014,79
CS5669,5/18/2013,103
CS5049,7/23/2013,99
CS2880,7/31/2011,87
